URI,Method,User-agent,Body
/api/cpv/action?adshop_id=20929239&launch_city_id=2&lng=116.68604&bu=18&pos=1&adidx=15&page_city_id=2&mtlaunch_city_id=1&mtcategory_ids=1&bg=0&slot=50011&lat=39.917966&mtpage_city_id=1&mtdpid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&mtadshop_id=41963375&rmp=mH8MJL-KTWYuepR0SYjo2e_Kgx7umtFgIa4spoaZ&category_id=113&target_id=300307&request_id=2380428100929575152&user_agent=android&ad=20161411&sver=2&display_id=50011&client_version=6.8.1&act=3&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category1_1__a1__gfood&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=9182ae99-b3bd-43a2-b492-d0189b0cafb2&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515544727&__skua=594476d291cbea2d29902a8d800824bd&__skno=c6fb5904-cdeb-4cff-8566-58d7da527afd&__skcy=yg1UImw2CvpDpjB87Q49NRTchZ0%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v1/recommend/homepage/inteligent/1?uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&position=39.91769%2C116.68581&wifi-name=360%08MF910S_9EBDCD%08TP-LINK_DC32%08CMCC%08CMCC-WEB%08and-Business%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0824%3A69%3A68%3A35%3Adc%3A32%0800%3A27%3A1d%3A07%3A87%3A5d%0800%3A27%3A1d%3A06%3A87%3A5d%0800%3A27%3A1d%3A08%3A87%3A5d%08&wifi-strength=-16%08-63%08-69%08-75%08-76%08-76%08&wifi-cur=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100&ci=1&msid=8659310227920711464515491394&__reqTraceID=3d490252-50db-451d-9de6-e0053359103f&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515544896&__skua=594476d291cbea2d29902a8d800824bd&__skno=19af4b02-7248-45f2-baa9-94f7a60fc374&__skcy=x40bPkIXNpXWQVliL7VYDkKuXg0%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/emember/showAdvCellWhenCinemaList.json?cityId=1&lat=39.91769&lng=116.68581&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=21b94517-7e5c-4977-bd0a-772b129b3ad5&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546297&__skua=594476d291cbea2d29902a8d800824bd&__skno=b759771e-4480-42cf-9810-0fb57c89dd93&__skcy=cRg2KZnIuhw5O1qhNL5GBNyy6iE%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/mmdb/movie/v2/list/hot.json?ct=%E5%8C%97%E4%BA%AC&offset=0&limit=12&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=39312419-dcbb-4593-bbeb-6b8a58003e12&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546385&__skua=594476d291cbea2d29902a8d800824bd&__skno=61bbc072-924d-4428-9f0c-94a32850d5d4&__skcy=nB%2BLZlqWu5KsIk3kEEecIUUO7TU%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v5/movie/count/brand/city/1?__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=892e82e2-153a-4688-8e09-7d34fb5e2500&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546388&__skua=594476d291cbea2d29902a8d800824bd&__skno=9129ae34-e5aa-4209-83dd-690c0f6325ee&__skcy=KjobdD4QAe9ncjZq96CttPj4gf0%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/advert/v3/adverts?cityid=1&category=99&version=6.8.1&new=0&app=group&clienttp=android&devid=865931022792071&uid=65687079&movieid=&partner=0&apptype=0&smId=&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=7c3d5955-947f-4c30-aadd-cf4dcdd8ac5b&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546418&__skua=594476d291cbea2d29902a8d800824bd&__skno=ba6bf799-4898-4646-8f5f-73436a0aadd4&__skcy=6XzYaiw7Ge3d4sZxaTbsrHutvbg%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/api/resource/list?moduleId=24&offset=0&limit=1&__vhost=aop.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=0cd4d71f-7b4c-4400-ab61-806f0b036e4b&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546432&__skua=594476d291cbea2d29902a8d800824bd&__skno=35fffde4-c19b-4b7c-9962-e9f23d27791d&__skcy=zp64aOFR29EnurbEqnWQDC4S5qo%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v5/poi/select/city/1/cate/99?hasGroup=true&mypos=39.91769%2C116.68581&channelId=3&clientType=android&sort=defaults&mpt_cate1=-1&mpt_cate2=99&offset=0&limit=20&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=34ebf2dd-38a7-4369-a342-4c94f2b1c378&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546424&__skua=594476d291cbea2d29902a8d800824bd&__skno=d08f6e9f-28e5-4067-b9f8-83cde981ffcb&__skcy=eJ6hSbpN2BwOiEWGfDrMgGXD%2B5k%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/sns/movie/buttons.json?__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=34898d37-28da-479f-9b03-9024a72ddaf5&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546437&__skua=594476d291cbea2d29902a8d800824bd&__skno=e64d33b7-c496-49e3-a369-cc49298b96ee&__skcy=K0BKpihmV%2B%2FvqRNtXRyyg9QKo9I%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v1/user/65687079/poi/collections/get?token=JXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ&cityId=1&offset=0&limit=30&selectType=poi&mypos=39.91769%2C116.68581&hasGroup=false&mpt_cate1=-1&mpt_cate2=99&sortType=defaults&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC0D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=298be088-1c5f-4cb0-b846-cdf38831fafa&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515546440&__skua=594476d291cbea2d29902a8d800824bd&__skno=b76574e7-212c-4c8c-ac9b-d40e4c68226f&__skcy=VXHxj7X77nEsVhqPAZyJrg8Bt1Y%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-,
/movie/e80c3ca95c69f5e4053318b6ceb370d82729.png.webp,GET,okhttp/2.7.5,
/feop/77d3bed9d129ef5966020c1d78a93cc72103.png.webp,GET,okhttp/2.7.5,
/movie/fe1a4ebe9f128bf4dcb3413bdbb3ada82594.png.webp,GET,okhttp/2.7.5,
/movie/bbd8e14102dd2c84ac594440466e5a322363.png.webp,GET,okhttp/2.7.5,
/mmc/6f119a5d1e1a4d5b9ed7124def4a138352386.jpg.webp,GET,okhttp/2.7.5,
/movie/13ed51c3d73a31bb0bc80c9af1ae6cb72589.png.webp,GET,okhttp/2.7.5,
/150.214/movie/b721e73740601799c065affb619d837e151622.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/dbcc3eabae012da794fe4b74ed1365fc659390.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/ba2386a26648c1875e3fc780950f0ae0144875.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/f94e67dcd5b48f034bd7adc892f1b20695854.jpeg.webp,GET,okhttp/2.7.5,
/mmc/53e843fc7e75cabc887f1b77d48b691949146.jpg.webp,GET,okhttp/2.7.5,
/wtr-v2/weather/apart?cityId=101010100&device=cancro&miuiVersion=666.4.14&modDevice=&source=miuiWeatherApp,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14),
/wtr-v2/notice?cityId=101010100&device=cancro&miuiVersion=666.4.14&international=false&alpha=false&modDevice=&locale=zh_CN,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14),
/wtr-v2/weather?cityId=101010100&device=cancro&miuiVersion=666.4.14&modDevice=&source=miuiWeatherApp,GET,Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/666.4.14),
/150.214/movie/73f8a5ba9c96f136454d737530cac56b448798.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/42a115f966e9393a7de02786d8b30c60138206.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/ef968fd382173c45b0c2d10572ca10b8354896.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/fe80bc40822d0a5f3168b73089c47d71101133.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/0b025c94df3b96628881435fb74d2726523540.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/b03af9976e913e589548ba0f65674c33203110.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/007561f399b4fc9fb95a345822c59e311126864.jpg.webp,GET,okhttp/2.7.5,
/150.214/movie/28baed18c168240bea6d137fbcfe22d8402655.jpg.webp,GET,okhttp/2.7.5,
/show/v2/movie/246188/showdays.json?ct=1&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=b74a7d88-eb5f-4787-b92e-246cd68a7792&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515598124&__skua=594476d291cbea2d29902a8d800824bd&__skno=0d60d132-f339-45e7-bfd3-a41a5e0fca31&__skcy=ZmMp7G%2FD879be4DnNB36k5uOqIE%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/mmdb/movie/v5/246188.json?token=JXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=a5e79715-db3d-450d-82ad-1ef7642125fe&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515598132&__skua=594476d291cbea2d29902a8d800824bd&__skno=d67551db-a79a-4bf8-94a2-dc19eabf0f91&__skcy=zlgjVV3Rrja%2Fm30bRCpqqAVkgMo%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v5/movie/count/brand/city/1?__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=aec23e4d-a0a7-4d7a-8f91-0d18aa9e5aeb&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515598147&__skua=594476d291cbea2d29902a8d800824bd&__skno=7c81f736-bdfd-4dda-a705-62c0e401ca68&__skcy=CjXlTnFRe8Br17UahmVvTIVwSrQ%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v5/poi/select/city/1/movie/246188?hasGroup=true&mypos=39.91769%2C116.68581&movieDate=20160529&sort=distance&mpt_cate1=-1&mpt_cate2=99&offset=0&limit=20&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=4eede442-9e44-4179-9a03-45427f58b718&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515598326&__skua=594476d291cbea2d29902a8d800824bd&__skno=5fcead42-8f8f-46da-888b-2d339028bcf0&__skcy=9ZE95K1k4dpoOBlgK3vJ7J6nk%2FM%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/440.267/movie/b721e73740601799c065affb619d837e151622.jpg.webp,GET,okhttp/2.7.5,
/group/v5/poi/select/city/1/movie/246188?hasGroup=true&mypos=39.91769%2C116.68581&movieDate=20160530&sort=distance&mpt_cate1=-1&mpt_cate2=99&offset=0&limit=20&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=160971b1-feb2-4475-9cb2-a47d799008f8&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515608427&__skua=594476d291cbea2d29902a8d800824bd&__skno=5204a5f5-cfa6-4b82-8b63-fb780acaab42&__skcy=atD4BVAObh23VCBWsO%2BLN8tTIy4%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v5/poi/select/city/1/movie/246188?hasGroup=true&mypos=39.91769%2C116.68581&movieDate=20160531&sort=distance&mpt_cate1=-1&mpt_cate2=99&offset=0&limit=20&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=21131bc9-673b-42e3-8a4e-d16d5f459190&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515610444&__skua=594476d291cbea2d29902a8d800824bd&__skno=19b50e96-6f3f-415a-8de0-9af7aecb105e&__skcy=YUP%2Bg2jbyVmwjuMRUHc59WSGlms%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v5/poi/select/city/1/movie/246188?hasGroup=true&mypos=39.91769%2C116.68581&movieDate=20160601&sort=distance&mpt_cate1=-1&mpt_cate2=99&offset=0&limit=20&__vhost=api.maoyan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_category2_99__a1&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&__reqTraceID=f4f9c485-1377-4d32-8e1a-3dea1ab6df5a&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515612600&__skua=594476d291cbea2d29902a8d800824bd&__skno=86328b55-bedf-47e6-b3d1-df78a269a244&__skcy=hZ%2Bk4EL7HuKPyMvaPUG8w1FvcXQ%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v1/recommend/homepage/inteligent/1?uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&position=39.91769%2C116.68581&wifi-name=360%08360%E5%85%8D%E8%B4%B9WiFi%08MF910S_9EBDCD%08TP-LINK_DC32%08CMCC%08CMCC-WEB%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%089c%3A4e%3A36%3Ace%3A2e%3Ad5%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0824%3A69%3A68%3A35%3Adc%3A32%0800%3A27%3A1d%3A07%3A87%3A5d%0800%3A27%3A1d%3A06%3A87%3A5d%08&wifi-strength=-27%08-72%08-76%08-77%08-81%08-81%08&wifi-cur=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100&ci=1&msid=8659310227920711464515491394&__reqTraceID=dc9b8e40-b2c0-439a-8e7c-51a0c238c9d7&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515641507&__skua=594476d291cbea2d29902a8d800824bd&__skno=521a015d-d385-49a4-8e8f-466708b4a592&__skcy=y1ZqO%2BIqWQUnHZ8NFktl0WbcN2M%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/group/v1/recommend/homepage/inteligent/1?uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893&userid=65687079&position=39.91769%2C116.68581&wifi-name=360%08360%E5%85%8D%E8%B4%B9WiFi%08MF910S_9EBDCD%08TP-LINK_DC32%08CMCC%08CMCC-WEB%08&wifi-mac=00%3A87%3A46%3A0c%3A61%3Abd%089c%3A4e%3A36%3Ace%3A2e%3Ad5%08d0%3A5b%3Aa8%3A9e%3Abd%3Acd%0824%3A69%3A68%3A35%3Adc%3A32%0800%3A27%3A1d%3A07%3A87%3A5d%0800%3A27%3A1d%3A06%3A87%3A5d%08&wifi-strength=-27%08-72%08-76%08-77%08-81%08-81%08&wifi-cur=0&__vhost=api.mobile.meituan.com&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100&ci=1&msid=8659310227920711464515491394&__reqTraceID=dc9b8e40-b2c0-439a-8e7c-51a0c238c9d7&__skck=6a375bce8c66a0dc293860dfa83833ef&__skts=1464515641507&__skua=594476d291cbea2d29902a8d800824bd&__skno=521a015d-d385-49a4-8e8f-466708b4a592&__skcy=y1ZqO%2BIqWQUnHZ8NFktl0WbcN2M%3D,GET,AiMeiTuan /Xiaomi-6.0.1-MI 4LTE-1920x1080-480-6.8.1-381-865931022792071-wandoujia,
/topic/mingdian?f=android&token=JXylHXJemQmAyrBVhhJTQJJ4pqoAAAAAOgIAAKpw00653emR9wW8FN8VNTQFUzOIQiUmsqZLP2s8zLY1o7JFFVo7Zr96yF8E70EaRQ&userid=65687079&lat=39.91769&lng=116.68581&utm_source=wandoujia&utm_medium=android&utm_term=381&version_name=6.8.1&utm_content=865931022792071&utm_campaign=AgroupBgroupC576591972453269000_a246188_c1D200E2161860148313631232_a265247_c9_e11345676174527809100Ghomepage_brandmodule1_2349&ci=1&msid=8659310227920711464515491394&uuid=521BF886936908E7E1A697E70B264C5B3B1280683785440C9BF1C463CF51E893,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/css/eve.83181c27.css,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/source/stable/mobile.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/js/truck.68c2fb33.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/codeman/b8f103fb19fa0cd7c1ec6bda9a25505b2038.png,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/codeman/540c450c4b58da4d65de3e156e4545291358.png,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/codeman/06db4f4d4a36b3fd0b59aaa9833b106a1349.png,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/combo/?f=js/common/msg.css.dbf21b67.js;js/zepto.0b7cd59e.js;js/util/promise.a493c123.js;js/common/msg.79551e9f.js;js/util/url.a6becbf8.js;js/util/tool.36cf5035.js;js/util/act/loadmore.eb76f690.js;js/util/cookie.6f9c2cc1.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/combo/?f=js/urltransform.1518ed26.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/combo/?f=js/com/unveil.94b5c98c.js;js/com/countdown.c23be508.js;js/com/sticky.a6f9ec86.js;js/com/documentshare.135669d3.js;js/com/pagecommon.6bb1b421.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/bs/js/?f=mta-js:mta.min.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/combo/?f=js/count.bbd86e85.js,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
/_.gif?app=557121dceaf5a9762c967503&type=timer&url=http%3A%2F%2Fi.meituan.com%2Ftopic%2Fmingdian&autotags=true&sr=360x640&vp=360x572&csz=749&uuid=244143802&data=%7B%22page%22%3A%7B%22redirect%22%3A49%2C%22dns%22%3A106%2C%22connect%22%3A32%2C%22network%22%3A242%2C%22send%22%3A373%2C%22receive%22%3A62%2C%22backend%22%3A435%2C%22render%22%3A1%2C%22dom%22%3A842%2C%22frontend%22%3A843%2C%22load%22%3A1477%2C%22domReady%22%3A1163%2C%22interactive%22%3A1163%2C%22ttf%22%3A49%2C%22ttr%22%3A243%2C%22ttdns%22%3A104%2C%22ttconnect%22%3A210%2C%22ttfb%22%3A616%7D%7D&tags=%7B%7D&version=0.3.2,GET,"Mozilla/5.0 (Linux; Android 6.0.1; MI 4LTE Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.2564.71 Mobile Safari/537.36",
